word,definition
ultimatum,a final peremptory demand
insistence,continual and persistent demands
insisting,continual and persistent demands
purism,scrupulous or exaggerated insistence on purity or correctness (especially in language)
wage claim,the wage demanded from management for workers by their union representatives
pay claim,the wage demanded from management for workers by their union representatives
inquiring,a request for information
challenge,questioning a statement and demanding an explanation
question,an instance of questioning
inquiry,an instance of questioning
enquiry,an instance of questioning
query,an instance of questioning
catechism,a series of questions put to an individual (such as a political candidate) to elicit their views
deposition,(law) a pretrial interrogation of a witness; usually conducted in a lawyer's office
interview,the questioning of a person (or a conversation in which information is elicited); often conducted by journalists
question,a sentence of inquiry that asks for a reply
exam,a set of questions or exercises evaluating skill or knowledge
bar exam,an examination conducted at regular intervals to determine whether a candidate is qualified to practice law in a given jurisdiction
final exam,an examination administered at the end of an academic term
midterm,an examination administered in the middle of an academic term
pop quiz,a quiz given without prior warning
oral exam,an examination conducted by spoken communication
viva voce,an examination conducted by spoken communication
prelim,an examination taken by graduate students to determine their fitness to continue
quiz,an examination consisting of a few short questions
test paper,a written examination
exam paper,a written examination
tripos,final honors degree examinations at Cambridge University
response,the speech act of continuing a conversational exchange
rejoinder,a quick reply to a question or remark (especially a witty or critical one)
retort,a quick reply to a question or remark (especially a witty or critical one)
return,a quick reply to a question or remark (especially a witty or critical one)
riposte,a quick reply to a question or remark (especially a witty or critical one)
comeback,a quick reply to a question or remark (especially a witty or critical one)
counter,a quick reply to a question or remark (especially a witty or critical one)
echolalia,an infant's repetition of sounds uttered by others
answer,the speech act of replying to a question
refutation,the speech act of answering an attack on your assertions
defense,the speech act of answering an attack on your assertions
defence,the speech act of answering an attack on your assertions
rebuttal,the speech act of refuting by offering a contrary contention or argument
depiction,a graphic or vivid verbal description
picture,a graphic or vivid verbal description
epithet,descriptive word or phrase
portrayal,a word picture of a person's appearance and character
portrait,a word picture of a person's appearance and character
detailing,an individualized description of a particular instance
sketch,a brief literary description
vignette,a brief literary description
assertion,the act of affirming or asserting or stating something
statement,the act of affirming or asserting or stating something
say-so,one chap's arbitrary assertion
denial,the act of asserting that something alleged is not true
denial,the act of refusing to comply (as with a request)
abnegation,the denial and rejection of a doctrine or belief
naysaying,the act of saying no to a request
negative,a reply of denial
refusal,the act of refusing
disavowal,denial of any connection with or knowledge of
disclaimer,denial of any connection with or knowledge of
retraction,a disavowal or taking back of a previous assertion
abjuration,a disavowal or taking back of a previous assertion
