word,definition
bush,a low woody perennial plant usually having several major stems
liana,a woody climbing usually tropical plant
butt,the part of a plant from which the roots spring or the part of a stalk or trunk nearest the roots
root,(botany) the usually underground organ that lacks buds or leaves or nodes; absorbs water and mineral salts; usually it anchors the plant to the ground
stock,a plant or stem onto which a graft is made; especially a plant grown specifically to provide the root part of grafted plants
slip,a part (sometimes a root or leaf or bud) removed from a plant to propagate a new plant through rooting or grafting
crown,the upper branches and leaves of a tree or other plant
tuber,a fleshy underground stem or root serving for reproductive and food storage
stalk,a slender or elongated structure that supports a plant or fungus or a plant part or plant organ
stem,a slender or elongated structure that supports a plant or fungus or a plant part or plant organ
stock,persistent thickened stem of a herbaceous perennial plant
stipe,supporting stalk or stem-like structure especially of a pistil or fern frond or supporting a mushroom cap
scape,erect leafless flower stalk growing directly from the ground as in a tulip
umbel,flat-topped or rounded inflorescence characteristic of the family Umbelliferae in which the individual flower stalks arise from about the same point; youngest flowers are at the center
ray,a branch of an umbel or an umbelliform inflorescence
blade,especially a leaf of grass or the broad portion of a leaf as distinct from the petiole
cyme,more or less flat-topped cluster of flowers in which the central or terminal flower opens first
spike,(botany) an indeterminate inflorescence bearing sessile flowers on an unbranched axis
ear,fruiting spike of a cereal plant especially corn
spike,fruiting spike of a cereal plant especially corn
head,a dense cluster of flowers or foliage
bulb,a modified bud consisting of a thickened globular underground stem serving as a reproductive structure
corm,solid swollen underground bulb-shaped stem or stem base and serving as a reproductive structure
fruit,the ripened reproductive body of a seed plant
seed,a small hard fruit
bean,any of various seeds or fruits that are beans or resemble beans
nut,usually large hard-shelled seed
meat,the inner and usually edible part of a seed or grain or nut or fruit stone
berry,"a small fruit having any of various structures, e.g., simple (grape or blueberry) or aggregate (blackberry or raspberry)"
bacca,"an indehiscent fruit derived from a single ovary having one or many seeds within a fleshy wall or pericarp: e.g. grape, tomato, cranberry"
drupe,"fleshy indehiscent fruit with a single seed: e.g. almond, peach, plum, cherry, elderberry, olive, jujube"
pome,a fleshy fruit (apple or pear or related fruits) having seed chambers and an outer fleshy part
pod,a several-seeded dehiscent fruit as e.g. of a leguminous plant
husk,outer membranous covering of some fruits or seeds
hull,dry outer covering of a fruit or seed or nut
pod,the vessel that contains the seeds of a plant (not the seeds themselves)
cod,the vessel that contains the seeds of a plant (not the seeds themselves)
grape,any of numerous woody vines of genus Vitis bearing clusters of edible berries
Pinot,any of several purple or white wine grapes used especially for Burgundies and champagnes
betel,Asian pepper plant whose leaves are chewed with betel nut (seed of the betel palm) by southeast Asians
cubeb,tropical southeast Asian shrubby vine bearing spicy berrylike fruits
cubeb,spicy fruit of the cubeb vine; when dried and crushed is used medicinally or in perfumery and sometimes smoked in cigarettes
leaf,the main organ of photosynthesis and transpiration in higher plants
node,(botany) the small swelling that is the part of a plant stem from which one or more leaves emerge
pinna,division of a usually pinnately divided leaf
frond,compound leaf of a fern or palm or cycad
pad,the large floating leaf of an aquatic plant (as the water lily)
bract,a modified leaf or leaflike part just below and protecting an inflorescence
lemma,the lower and stouter of the two glumes immediately enclosing the floret in most Gramineae
glume,small dry membranous bract found in inflorescences of Gramineae and Cyperaceae
scale,a specialized leaf or bract that protects a bud or catkin
betel,a leaf of a vine from the betel pepper
lobe,(botany) a part into which a leaf is divided
bark,tough protective covering of the woody stems and roots of trees and other woody plants
tapa,the thin fibrous bark of the paper mulberry and Pipturus albidus
tappa,the thin fibrous bark of the paper mulberry and Pipturus albidus
culm,stem of plants of the Gramineae
haulm,stems of beans and peas and potatoes and grasses collectively as used for thatching and bedding
halm,stems of beans and peas and potatoes and grasses collectively as used for thatching and bedding
limb,any of the main branches arising from the trunk or a bough of a tree
twig,a small branch or division of a branch (especially a terminal division); usually applied to branches of the current or preceding year
sprig,a small branch or division of a branch (especially a terminal division); usually applied to branches of the current or preceding year
wand,a thin supple twig or rod
withe,strong flexible twig
withy,strong flexible twig
osier,flexible twig of a willow tree
shoot,a new branch
bud,a swelling on a plant stem consisting of overlapping immature leaves or petals
stick,a small thin branch of a tree
bough,any of the larger branches of a tree
trunk,the main stem of a tree; usually covered with bark; the bole is usually the part that is commercially useful for lumber
bole,the main stem of a tree; usually covered with bark; the bole is usually the part that is commercially useful for lumber
burl,a large rounded outgrowth on the trunk or branch of a tree
burl,the wood cut from a tree burl or outgrowth; often used decoratively in veneer
brake,large coarse fern often several feet high; essentially weed ferns; cosmopolitan
brake,any of various ferns of the genus Pteris having pinnately compound leaves and including several popular houseplants
